10,11,249442
10,1,13550
10,12,42322
10,13,29611
10,14,16732
10,15,47908
10,16,3596
10,17,2054
10,18,114
10,19,377
10,20,278
10,21,349
10,22,106
10,23,1090
10,2,344
10,24,287
10,25,214
10,26,377
10,27,1095
10,28,157
10,29,234
10,30,733
10,31,1786
10,32,182
10,33,439
10,34,27
10,35,72
10,36,152
10,37,112
10,3,819
10,38,51
10,39,304
10,40,25
10,4,1362
10,41,44
10,42,77
10,43,311
10,44,39
10,45,275
10,46,72
10,47,500
10,48,19
10,49,1421
10,50,24
10,51,48
10,5,1582
10,52,75
10,53,85
10,54,140
10,55,116
10,56,47
10,57,224
10,58,190
10,59,691
10,60,26
10,6,1285
10,61,50
10,62,85
10,63,457
10,64,37
10,7,2057
10,8,723
10,9,1632504
1,10,66229
11,10,1310519
1,11,1500294
11,12,3403303
11,1,276229
11,13,622123
11,14,106223
11,15,1148279
11,16,7927
11,17,55519
11,18,143
11,19,2005
11,20,657
11,21,4189
11,22,264
1,12,3173
11,23,24980
11,2,420
11,24,550
11,25,2288
11,26,816
11,27,13315
11,28,309
11,29,2149
11,30,3318
11,31,49218
11,32,125
1,13,267448
11,33,12455
11,3,3242
11,34,36
11,35,588
11,36,310
11,37,1451
11,38,58
11,39,4745
11,40,61
11,41,413
11,42,97
11,43,2265
1,14,33233
11,4,4227
11,44,57
11,45,4154
11,46,128
11,47,13175
11,48,33
11,49,28953
11,50,20
11,51,171
11,5,14488
11,52,170
11,53,749
11,54,134
11,55,1535
11,56,104
11,57,725
1,15,794909
11,58,278
11,59,10314
11,60,37
11,61,257
11,62,223
11,63,11692
11,6,3208
1,16,4175
11,64,47
11,7,40275
1,17,869924
11,8,1655
1,18,689
11,9,1477955
1,19,8400
1,20,3048
12,10,30221
12,11,138393
1,21,22083
12,13,2052
12,14,2276
12,15,2589
12,16,3223
12,17,157
12,1,757
12,18,89
12,19,74
12,20,62
12,21,44
12,22,67
12,23,107
12,2,397
12,24,159
12,25,54
12,26,62
12,27,80
12,28,96
1,22,928
12,29,58
12,30,85
12,31,145
1,23,195335
12,3,265
12,32,96
12,33,43
12,34,25
1,2,3497771
12,35,15
12,36,20
12,37,10
12,38,20
12,39,26
12,40,13
12,41,29
1,24,1567
12,42,10
12,4,310
12,43,16
12,44,41
12,45,19
12,46,22
12,47,39
12,48,16
12,49,114
12,50,19
12,51,15
1,25,13245
12,52,17
12,5,306
12,53,13
12,54,13
12,55,15
12,56,24
12,57,17
12,58,12
12,59,31
12,60,26
12,61,18
12,62,19
1,26,3336
12,63,40
12,6,369
12,64,28
12,7,409
1,27,99705
1,28,1231
12,8,494
