1,2,3497771,43925
1,3,1619871,30790
1,4,1809832,37278
1,5,849111,45138
1,6,211351,7848
1,7,2040006,128994
1,8,142371,4884
1,9,107972,10727
1,10,66229,13550
1,11,1500294,276229
1,12,3173,757
1,13,267448,31217
1,14,33233,5760
1,15,794909,126551
1,16,4175,615
1,17,869924,331812
1,18,689,361
1,19,8400,2588
1,20,3048,693
1,21,22083,5090
1,22,928,290
1,23,195335,49770
1,24,1567,711
1,25,13245,1655
1,26,3336,1257
1,27,99705,14741
1,28,1231,420
1,29,11827,2143
1,30,18467,6152
1,31,833297,275529
1,32,986,153
1,33,252726,51466
1,34,224,98
1,35,3179,1786
1,36,2284,2105
1,37,10255,2536
1,38,260,316
1,39,72386,15822
1,40,186,174
1,41,1920,768
1,42,462,359
1,43,28167,4583
1,44,231,226
1,45,41758,10285
1,46,912,1109
1,47,275908,52820
1,48,163,102
1,49,632774,158829
1,50,153,159
1,51,1032,576
1,52,760,375
1,53,5874,1630
1,54,581,351
1,55,10583,2450
1,56,260,180
1,57,5471,1558
1,58,1455,713
1,59,136843,21757
1,60,142,205
1,61,1336,844
1,62,831,408
1,63,218659,41027
1,64,514,162
2,3,5887,8867
2,4,17504,11667
2,5,972,1202
2,6,1718,1422
2,7,1204,1615
2,8,13359,1899
2,9,250,226
2,10,377,344
2,11,372,420
2,12,851,397
2,13,238,273
2,14,220,232
2,15,341,385
2,16,11654,673
2,17,175,147
2,18,5075,6071
2,19,46,72
2,20,49,47
2,21,35,63
2,22,66,75
2,23,66,101
2,24,148,347
2,25,51,49
2,26,72,106
2,27,62,64
2,28,95,135
2,29,54,55
2,30,68,133
2,31,125,96
2,32,367,188
2,33,43,27
2,34,1351,771
2,35,7,11
2,36,14,17
2,37,18,11
2,38,13,15
2,39,22,22
2,40,26,26
2,41,9,12
2,42,26,22
2,43,6,11
2,44,27,49
2,45,18,28
2,46,13,16
2,47,32,13
2,48,58,45
2,49,114,58
2,50,2108,778
2,51,7,11
2,52,19,52
2,53,12,19
2,54,27,29
2,55,12,16
2,56,19,28
2,57,10,7
2,58,24,32
2,59,26,28
2,60,24,54
2,61,3,14
2,62,23,30
2,63,32,37
2,64,54,68
3,4,1665415,1876281
3,5,4992,6853
3,6,3644,2754
3,7,5469,10940
3,8,2904,2101
3,9,771,1051
3,10,752,819
3,11,1390,3242
3,12,355,265
3,13,869,1312
3,14,732,649
3,15,1346,2914
3,16,311,231
3,17,545,763
3,18,58,44
3,19,194,222
3,20,124,109
3,21,152,164
3,22,67,60
3,23,270,409
3,24,101,71
3,25,204,177
3,26,114,80
3,27,206,268
3,28,74,53
3,29,135,121
3,30,226,353
3,31,472,583
3,32,61,46
3,33,149,103
3,34,16,14
3,35,54,31
3,36,37,30
3,37,37,31
3,38,18,14
3,39,132,74
3,40,18,17
3,41,21,16
3,42,43,23
3,43,54,33
3,44,14,7
3,45,82,145
3,46,22,17
3,47,129,85
3,48,15,7
3,49,273,202
3,50,15,3
3,51,29,25
3,52,32,20
3,53,28,24
3,54,24,14
3,55,38,47
3,56,10,17
3,57,50,44
3,58,45,27
3,59,83,72
3,60,21,27
3,61,24,36
3,62,23,19
3,63,109,116
3,64,11,7
4,5,5162,6649
4,6,5342,3199
4,7,6641,13546
4,8,4598,3808
4,9,996,1167
4,10,1065,1362
4,11,1865,4227
4,12,462,310
4,13,831,1420
4,14,1576,1648
4,15,1228,2883
4,16,427,276
4,17,1195,1071
4,18,86,76
4,19,191,216
4,20,299,263
4,21,131,152
4,22,108,52
4,23,346,414
4,24,190,157
4,25,182,160
4,26,136,111
4,27,263,278
4,28,93,69
4,29,136,120
4,30,358,458
4,31,477,525
4,32,95,42
4,33,216,111
4,34,33,18
4,35,44,27
4,36,104,83
4,37,55,27
4,38,16,17
4,39,125,74
4,40,29,22
4,41,43,27
4,42,30,16
4,43,56,47
4,44,20,10
4,45,309,91
4,46,43,30
4,47,196,69
4,48,32,13
4,49,518,244
4,50,22,10
4,51,26,24
4,52,64,56
4,53,44,26
4,54,26,32
4,55,63,44
4,56,28,16
4,57,42,34
4,58,66,55
4,59,170,78
4,60,26,25
4,61,62,35
4,62,48,29
4,63,184,114
4,64,28,14
5,6,2353635,1188061
5,7,707111,1349731
5,8,212968,83825
5,9,2409,2156
5,10,2076,1582
5,11,6561,14488
5,12,402,306
5,13,3257,3391
5,14,1578,1067
5,15,6530,13343
5,16,408,288
5,17,2566,4140
5,18,78,43
5,19,316,303
5,20,255,163
5,21,488,430
5,22,102,54
5,23,1397,1838
5,24,124,112
5,25,370,289
5,26,171,122
5,27,1612,1319
5,28,105,62
5,29,369,245
5,30,446,460
5,31,1949,3189
5,32,67,37
5,33,620,405
5,34,20,4
5,35,73,56
5,36,64,36
5,37,134,78
5,38,27,18
5,39,406,262
5,40,18,14
5,41,41,30
5,42,34,16
5,43,259,150
5,44,9,18
5,45,256,204
5,46,40,34
5,47,931,442
5,48,19,15
5,49,1531,866
5,50,22,11
5,51,33,22
5,52,48,18
5,53,103,84
5,54,38,23
5,55,172,114
5,56,25,17
5,57,88,68
5,58,66,32
5,59,764,326
5,60,37,27
5,61,63,48
5,62,47,17
5,63,556,383
5,64,23,10
6,7,146503,858684
6,8,90775,92099
6,9,858,782
6,10,740,1285
6,11,1137,3208
6,12,439,369
6,13,661,1224
6,14,661,817
6,15,818,1488
6,16,407,329
6,17,476,480
6,18,92,101
6,19,128,151
6,20,69,101
6,21,97,150
6,22,156,143
6,23,241,274
6,24,182,208
6,25,89,88
6,26,120,108
6,27,129,189
6,28,116,113
6,29,79,109
6,30,175,236
6,31,335,668
6,32,64,54
6,33,124,48
6,34,30,9
6,35,30,27
6,36,20,25
6,37,34,17
6,38,30,38
6,39,58,28
6,40,18,21
6,41,20,20
6,42,19,19
6,43,27,18
6,44,69,64
6,45,63,46
6,46,18,23
6,47,101,37
6,48,21,15
6,49,275,143
6,50,17,23
6,51,18,20
6,52,34,23
6,53,31,27
6,54,48,55
6,55,43,21
6,56,30,31
6,57,38,36
6,58,32,25
6,59,83,36
